"workerId","itemId","CONDITION_NO","ENCODING","ITEM_FUNCTION","ITEM_SUBGROUP","ANSWER","ANSWER_LABEL","rt","time_elapsed","trial_index"
187,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",8445,651875,82
187,"f08_1",1,"f08","control","related",5,"vollkommen natürlich",8729,660610,83
187,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",6164,677442,85
187,"f51_2",2,"f51","attention","pseudo_COM/manner",2,"eher unnatürlich",9324,696435,87
187,"f27_2",2,"f27","attention","pseudo_windef",2,"eher unnatürlich",5042,710298,89
187,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",4665,721228,91
187,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",6226,727459,92
187,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",10339,746036,94
187,"f58_3",3,"f58","filler","unrelated",4,"eher natürlich",7201,764548,96
187,"f36_2",2,"f36","attention","pseudo_windef",2,"eher unnatürlich",5868,778270,98
187,"f66_3",3,"f66","filler","unrelated",3,"keine Tendenz",7394,792053,100
187,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",2,"eher unnatürlich",6891,808414,102
187,"f15_2",2,"f15","control","unrelated",2,"eher unnatürlich",6805,832175,104
187,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",4519,836701,105
187,"f19_2",2,"f19","control","unrelated",4,"eher natürlich",5036,841742,106
187,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",4,"eher natürlich",8387,850133,107
185,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",7667,7672,0
185,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",9245,16931,1
185,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",9754,26694,2
185,"f38_2",2,"f38","calibration","unrelated",1,"vollkommen unnatürlich",9648,36351,3
185,"f64_3",3,"f64","calibration","unrelated",2,"eher unnatürlich",9745,46107,4
185,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",5594,51709,5
185,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",5668,57387,6
185,"f07_2",2,"f07","control","related",2,"eher unnatürlich",5286,73428,8
185,"f58_3",3,"f58","filler","unrelated",2,"eher unnatürlich",5916,79352,9
185,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",4381,83743,10
185,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",4232,95743,12
185,"f40_3",3,"f40","filler","unrelated",4,"eher natürlich",5432,101182,13
185,"f39_3",3,"f39","filler","pseudo_manner/COM",2,"eher unnatürlich",9735,120212,15
185,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",8768,128988,16
185,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",7125,149909,18
185,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",4,"eher natürlich",5694,155611,19
185,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",6192,167293,21
185,"f59_2",2,"f59","attention","unrelated",2,"eher unnatürlich",13045,180348,22
185,"f27_2",2,"f27","attention","pseudo_windef",5,"vollkommen natürlich",5820,199029,24
185,"f65_1",1,"f65","filler","unrelated",4,"eher natürlich",7226,221609,26
185,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",5768,242163,28
185,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",8051,250221,29
185,"f60_2",2,"f60","attention","unrelated",1,"vollkommen unnatürlich",12946,276365,31
185,"f23_2",2,"f23","control","unrelated",2,"eher unnatürlich",4710,281084,32
185,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",12707,303169,34
185,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",6407,321593,36
185,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",4,"eher natürlich",8938,330539,37
185,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",8663,348810,39
185,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",4499,359585,41
185,"f63_3",3,"f63","filler","unrelated",2,"eher unnatürlich",3689,370360,43
185,"f51_2",2,"f51","attention","pseudo_COM/manner",4,"eher natürlich",4943,384708,45
185,"f31_2",2,"f31","attention","pseudo_windef/TEMP",2,"eher unnatürlich",9912,403168,47
185,"f06_1",1,"f06","control","related",5,"vollkommen natürlich",9912,417899,49
185,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",21983,439891,50
185,"f34_3",3,"f34","filler","pseudo_windef",4,"eher natürlich",4898,444798,51
185,"f10_1",1,"f10","control","related",5,"vollkommen natürlich",6291,457207,53
185,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",6520,463736,54
185,"f05_2",2,"f05","control","related",1,"vollkommen unnatürlich",6950,470696,55
185,"f48_2",2,"f48","attention","unrelated",1,"vollkommen unnatürlich",9162,486554,57
185,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",5097,491661,58
185,"f13_2",2,"f13","control","unrelated",2,"eher unnatürlich",5313,502736,60
185,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",4130,506874,61
185,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",6089,523673,63
185,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",9382,533067,64
185,"f35_3",3,"f35","filler","pseudo_windef",4,"eher natürlich",4725,542458,66
185,"f25_3",3,"f25","filler","pseudo_windef",4,"eher natürlich",47918,632006,68
185,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",8767,646055,70
185,"f47_3",3,"f47","filler","unrelated",4,"eher natürlich",8374,654440,71
185,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",2,"eher unnatürlich",37895,692344,72
185,"f30_3",3,"f30","filler","pseudo_windef",4,"eher natürlich",4631,702044,74
185,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",6351,708404,75
185,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",5,"vollkommen natürlich",5769,714181,76
185,"f21_2",2,"f21","control","unrelated",2,"eher unnatürlich",7522,726075,78
185,"f66_3",3,"f66","filler","unrelated",4,"eher natürlich",4473,730557,79
185,"f68_2",2,"f68","attention","unrelated",1,"vollkommen unnatürlich",9641,754070,81
185,"f54_2",2,"f54","filler","pseudo_CC/COM",2,"eher unnatürlich",5036,785305,83
185,"f03_2",2,"f03","control","related",1,"vollkommen unnatürlich",6925,792240,84
185,"f49_3",3,"f49","filler","unrelated",4,"eher natürlich",3905,805017,86
185,"f12_1",1,"f12","control","related",4,"eher natürlich",5701,813893,88
185,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",6991,820895,89
185,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",4349,825257,90
185,"f46_2",2,"f46","attention","unrelated",2,"eher unnatürlich",11867,842196,92
185,"f32_1",1,"f32","filler","pseudo_windef/CC",5,"vollkommen natürlich",8132,856667,94
185,"f08_1",1,"f08","control","related",5,"vollkommen natürlich",6581,867335,96
185,"f69_3",3,"f69","filler","unrelated",2,"eher unnatürlich",10120,877466,97
185,"f02_1",1,"f02","control","related",4,"eher natürlich",7320,884797,98
185,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",6001,902416,100
185,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",7645,921133,102
185,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",5160,926304,103
185,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",10749,937064,104
185,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",10060,952571,106
185,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",2,"eher unnatürlich",7694,960273,107
184,"f64_3",3,"f64","calibration","unrelated",1,"vollkommen unnatürlich",20754,20792,0
184,"f37_1",1,"f37","calibration","unrelated",4,"eher natürlich",12369,33175,1
184,"f28_2",2,"f28","calibration","pseudo_windef",2,"eher unnatürlich",8181,41368,2
184,"f38_2",2,"f38","calibration","unrelated",2,"eher unnatürlich",8856,50236,3
184,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",7669,57914,4
184,"f50_1",1,"f50","calibration","unrelated",4,"eher natürlich",10026,67953,5
184,"f60_2",2,"f60","attention","unrelated",2,"eher unnatürlich",13200,93507,7
184,"f02_1",1,"f02","control","related",4,"eher natürlich",9171,102690,8
184,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",4,"eher natürlich",11820,124381,10
184,"f06_1",1,"f06","control","related",4,"eher natürlich",6607,131003,11
184,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",6530,137541,12
184,"f47_3",3,"f47","filler","unrelated",2,"eher unnatürlich",13335,157417,14
184,"f22_1",1,"f22","control","unrelated",4,"eher natürlich",7532,164957,15
184,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",9811,180819,17
184,"f70_1",1,"f70","filler","unrelated",4,"eher natürlich",61464,251443,19
184,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",10592,262048,20
184,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",5481,274163,22
184,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",5,"vollkommen natürlich",8332,290118,24
184,"f10_1",1,"f10","control","related",4,"eher natürlich",6208,306735,26
184,"f31_2",2,"f31","attention","pseudo_windef/TEMP",2,"eher unnatürlich",12208,318950,27
184,"f68_2",2,"f68","attention","unrelated",2,"eher unnatürlich",10515,338468,29
184,"f07_2",2,"f07","control","related",1,"vollkommen unnatürlich",10280,365278,31
184,"f46_2",2,"f46","attention","unrelated",1,"vollkommen unnatürlich",9483,374771,32
184,"f63_3",3,"f63","filler","unrelated",2,"eher unnatürlich",8693,399525,34
184,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",6414,413862,36
184,"f29_2",2,"f29","attention","pseudo_windef",2,"eher unnatürlich",7899,421776,37
184,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",7304,429088,38
184,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",4,"eher natürlich",16448,455958,40
184,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",6196,468817,42
184,"f65_1",1,"f65","filler","unrelated",4,"eher natürlich",7145,481322,44
184,"f27_2",2,"f27","attention","pseudo_windef",1,"vollkommen unnatürlich",6940,502803,46
184,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",8603,518025,48
184,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",10208,528247,49
184,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",7287,543185,51
184,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",6605,549805,52
184,"f48_2",2,"f48","attention","unrelated",1,"vollkommen unnatürlich",6579,568657,54
184,"f30_3",3,"f30","filler","pseudo_windef",4,"eher natürlich",6795,581782,56
184,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",7009,588803,57
184,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",4737,599985,59
184,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",4885,604880,60
184,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",7913,618973,62
184,"f51_2",2,"f51","attention","pseudo_COM/manner",4,"eher natürlich",7073,626056,63
184,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",9368,640492,65
184,"f32_1",1,"f32","filler","pseudo_windef/CC",2,"eher unnatürlich",9170,649673,66
184,"f03_2",2,"f03","control","related",1,"vollkommen unnatürlich",7440,657140,67
184,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",6500,680835,69
184,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",9945,703605,71
184,"f40_3",3,"f40","filler","unrelated",4,"eher natürlich",6384,709999,72
184,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",6181,716194,73
184,"f66_3",3,"f66","filler","unrelated",1,"vollkommen unnatürlich",5586,728148,75
184,"f58_3",3,"f58","filler","unrelated",1,"vollkommen unnatürlich",3742,736471,77
184,"f69_3",3,"f69","filler","unrelated",1,"vollkommen unnatürlich",6179,748214,79
184,"f23_2",2,"f23","control","unrelated",1,"vollkommen unnatürlich",5183,761238,81
184,"f25_3",3,"f25","filler","pseudo_windef",2,"eher unnatürlich",6198,767446,82
184,"f12_1",1,"f12","control","related",4,"eher natürlich",7048,774504,83
184,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",1,"vollkommen unnatürlich",7051,789679,85
184,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",8747,798435,86
184,"f59_2",2,"f59","attention","unrelated",1,"vollkommen unnatürlich",12608,816574,88
184,"f13_2",2,"f13","control","unrelated",1,"vollkommen unnatürlich",5391,828851,90
184,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",7242,836104,91
184,"f35_3",3,"f35","filler","pseudo_windef",4,"eher natürlich",7425,843541,92
184,"f39_3",3,"f39","filler","pseudo_manner/COM",2,"eher unnatürlich",13073,863769,94
184,"f08_1",1,"f08","control","related",4,"eher natürlich",7487,878631,96
184,"f34_3",3,"f34","filler","pseudo_windef",2,"eher unnatürlich",4743,883383,97
184,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",5889,889285,98
184,"f05_2",2,"f05","control","related",1,"vollkommen unnatürlich",4056,899083,100
184,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",21687,920782,101
184,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",7217,928009,102
184,"f49_3",3,"f49","filler","unrelated",4,"eher natürlich",6299,934325,103
184,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",3887,944254,105
184,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",9390,953655,106
184,"f33_1",1,"f33","filler","pseudo_windef",4,"eher natürlich",8302,961973,107
183,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",13948,13951,0
183,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",8497,22450,1
183,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",17826,40279,2
183,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",9686,49967,3
183,"f64_3",3,"f64","calibration","unrelated",3,"keine Tendenz",20368,70337,4
183,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",18342,88681,5
183,"f59_2",2,"f59","attention","unrelated",2,"eher unnatürlich",11417,114777,7
183,"f12_1",1,"f12","control","related",3,"keine Tendenz",19768,134547,8
183,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",14351,169951,10
183,"f66_3",3,"f66","filler","unrelated",2,"eher unnatürlich",12926,182879,11
183,"f02_1",1,"f02","control","related",4,"eher natürlich",10622,209555,13
183,"f51_2",2,"f51","attention","pseudo_COM/manner",4,"eher natürlich",13316,222873,14
183,"f63_3",3,"f63","filler","unrelated",1,"vollkommen unnatürlich",6798,246541,16
183,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",2,"eher unnatürlich",11142,298289,18
183,"f27_2",2,"f27","attention","pseudo_windef",1,"vollkommen unnatürlich",7656,305947,19
183,"f05_2",2,"f05","control","related",1,"vollkommen unnatürlich",9530,315479,20
183,"f13_2",2,"f13","control","unrelated",1,"vollkommen unnatürlich",5913,329503,22
183,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",9103,338607,23
183,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",15521,370635,25
183,"f34_3",3,"f34","filler","pseudo_windef",4,"eher natürlich",12471,383109,26
183,"f30_3",3,"f30","filler","pseudo_windef",4,"eher natürlich",51762,444509,28
183,"f58_3",3,"f58","filler","unrelated",4,"eher natürlich",11265,465199,30
183,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",22137,487337,31
183,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",18572,513489,33
183,"f68_2",2,"f68","attention","unrelated",1,"vollkommen unnatürlich",10489,549767,35
183,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",9748,559517,36
183,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",13763,611921,38
183,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",5982,631516,40
183,"f06_1",1,"f06","control","related",4,"eher natürlich",6700,650352,42
183,"f65_1",1,"f65","filler","unrelated",5,"vollkommen natürlich",7960,658314,43
183,"f40_3",3,"f40","filler","unrelated",4,"eher natürlich",9404,683236,45
183,"f07_2",2,"f07","control","related",1,"vollkommen unnatürlich",8162,691400,46
183,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",3,"keine Tendenz",19817,724226,48
183,"f48_2",2,"f48","attention","unrelated",1,"vollkommen unnatürlich",20868,753127,50
183,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",6843,774617,52
183,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",6715,781334,53
183,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",8117,800465,55
183,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",4,"eher natürlich",17595,825189,57
183,"f60_2",2,"f60","attention","unrelated",1,"vollkommen unnatürlich",33525,879686,59
183,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",10272,900640,61
183,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",8476,909118,62
183,"f69_3",3,"f69","filler","unrelated",2,"eher unnatürlich",9740,918860,63
183,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",23320,942182,64
183,"f31_2",2,"f31","attention","pseudo_windef/TEMP",1,"vollkommen unnatürlich",11364,963430,66
183,"f10_1",1,"f10","control","related",4,"eher natürlich",11085,974518,67
183,"f49_3",3,"f49","filler","unrelated",4,"eher natürlich",16654,991174,68
183,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",29328,1020504,69
183,"f25_3",3,"f25","filler","pseudo_windef",4,"eher natürlich",4934,1037574,71
183,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",6178,1043754,72
183,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",17046,1072436,74
183,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",8560,1094638,76
183,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",8976,1103616,77
183,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",6630,1115982,79
183,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",14458,1130442,80
183,"f47_3",3,"f47","filler","unrelated",4,"eher natürlich",13261,1154308,82
183,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",5,"vollkommen natürlich",14920,1181848,84
183,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",9912,1201388,86
183,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",4,"eher natürlich",6098,1207488,87
183,"f08_1",1,"f08","control","related",4,"eher natürlich",4882,1212372,88
183,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",4,"eher natürlich",7154,1219528,89
183,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",11226,1230756,90
183,"f04_1",1,"f04","control","related",3,"keine Tendenz",6779,1246288,92
183,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",5264,1251554,93
183,"f23_2",2,"f23","control","unrelated",1,"vollkommen unnatürlich",4772,1256328,94
183,"f32_1",1,"f32","filler","pseudo_windef/CC",4,"eher natürlich",9084,1276874,96
183,"f35_3",3,"f35","filler","pseudo_windef",5,"vollkommen natürlich",14202,1299922,98
183,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",6732,1313820,100
183,"f03_2",2,"f03","control","related",1,"vollkommen unnatürlich",5186,1319008,101
183,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",9310,1333264,103
183,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",4184,1337450,104
183,"f46_2",2,"f46","attention","unrelated",1,"vollkommen unnatürlich",8185,1350294,106
183,"f39_3",3,"f39","filler","pseudo_manner/COM",4,"eher natürlich",12733,1363030,107
182,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",9319,9326,0
182,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",14219,23549,1
182,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",6762,30317,2
182,"f64_3",3,"f64","calibration","unrelated",1,"vollkommen unnatürlich",15124,45445,3
182,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",10916,56365,4
182,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",5297,61664,5
182,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",7581,87633,7
182,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",13149,100785,8
182,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",5861,120353,10
182,"f05_2",2,"f05","control","related",2,"eher unnatürlich",12080,142597,12
182,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",6758,149357,13
182,"f12_1",1,"f12","control","related",5,"vollkommen natürlich",7349,164837,15
182,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",11502,176341,16
182,"f51_2",2,"f51","attention","pseudo_COM/manner",1,"vollkommen unnatürlich",10355,186701,17
182,"f31_2",2,"f31","attention","pseudo_windef/TEMP",2,"eher unnatürlich",17882,218185,19
182,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",9885,238929,21
182,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",4,"eher natürlich",12693,251625,22
182,"f13_2",2,"f13","control","unrelated",1,"vollkommen unnatürlich",9241,272037,24
182,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",12405,284445,25
182,"f48_2",2,"f48","attention","unrelated",2,"eher unnatürlich",9726,305103,27
182,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",6132,311237,28
182,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",9869,327973,30
182,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",2,"eher unnatürlich",9570,348634,32
182,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",9469,369450,34
182,"f59_2",2,"f59","attention","unrelated",2,"eher unnatürlich",8654,387930,36
182,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",8812,405946,38
182,"f19_2",2,"f19","control","unrelated",3,"keine Tendenz",8252,414202,39
182,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",9376,432822,41
182,"f65_1",1,"f65","filler","unrelated",5,"vollkommen natürlich",8163,440989,42
182,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",11862,467926,44
182,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",4,"eher natürlich",21481,498857,46
182,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",9029,507889,47
182,"f40_3",3,"f40","filler","unrelated",4,"eher natürlich",10452,527569,49
182,"f60_2",2,"f60","attention","unrelated",4,"eher natürlich",9781,537353,50
182,"f03_2",2,"f03","control","related",2,"eher unnatürlich",9853,553705,52
182,"f35_3",3,"f35","filler","pseudo_windef",3,"keine Tendenz",10813,564521,53
182,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",6537,581437,55
182,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",7429,588869,56
182,"f07_2",2,"f07","control","related",2,"eher unnatürlich",6149,602085,58
182,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",9661,611749,59
182,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",7332,625861,61
182,"f39_3",3,"f39","filler","pseudo_manner/COM",4,"eher natürlich",16853,642717,62
182,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",3,"keine Tendenz",9573,659849,64
182,"f23_2",2,"f23","control","unrelated",1,"vollkommen unnatürlich",7340,667194,65
182,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",7326,681106,67
182,"f30_3",3,"f30","filler","pseudo_windef",4,"eher natürlich",6011,687122,68
182,"f69_3",3,"f69","filler","unrelated",2,"eher unnatürlich",5917,700945,70
182,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",6566,707514,71
182,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",12813,728802,73
182,"f25_3",3,"f25","filler","pseudo_windef",2,"eher unnatürlich",7841,736647,74
182,"f02_1",1,"f02","control","related",4,"eher natürlich",7452,753311,76
182,"f32_1",1,"f32","filler","pseudo_windef/CC",4,"eher natürlich",7474,760790,77
182,"f49_3",3,"f49","filler","unrelated",2,"eher unnatürlich",6469,773494,79
182,"f58_3",3,"f58","filler","unrelated",5,"vollkommen natürlich",5662,779158,80
182,"f06_1",1,"f06","control","related",5,"vollkommen natürlich",5361,796150,82
182,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",8352,804506,83
182,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",6838,817546,85
182,"f01_2",2,"f01","control","related",2,"eher unnatürlich",4996,830859,87
182,"f47_3",3,"f47","filler","unrelated",4,"eher natürlich",8979,839842,88
182,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",20694,866837,90
182,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",6118,872958,91
182,"f34_3",3,"f34","filler","pseudo_windef",2,"eher unnatürlich",7899,886318,93
182,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",5941,901991,95
182,"f46_2",2,"f46","attention","unrelated",2,"eher unnatürlich",8107,910102,96
182,"f27_2",2,"f27","attention","pseudo_windef",2,"eher unnatürlich",5573,992626,98
182,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",11540,1032733,100
182,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",5692,1044837,102
182,"f63_3",3,"f63","filler","unrelated",2,"eher unnatürlich",7662,1052502,103
182,"f10_1",1,"f10","control","related",5,"vollkommen natürlich",6092,1058598,104
182,"f68_2",2,"f68","attention","unrelated",1,"vollkommen unnatürlich",7779,1066381,105
182,"f08_1",1,"f08","control","related",5,"vollkommen natürlich",6733,1073117,106
182,"f66_3",3,"f66","filler","unrelated",3,"keine Tendenz",9629,1082751,107
181,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",8825,8827,0
181,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",6790,15619,1
181,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",5390,21013,2
181,"f64_3",3,"f64","calibration","unrelated",4,"eher natürlich",8742,29757,3
181,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",5091,34850,4
181,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",7294,42144,5
181,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",12215,60694,7
181,"f10_1",1,"f10","control","related",4,"eher natürlich",10434,71128,8
181,"f48_2",2,"f48","attention","unrelated",2,"eher unnatürlich",7513,86647,10
181,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",6020,92671,11
